epoch,stage,clean_weight,noisy_weight,clean_prob,noisy_prob
78,C3_anneal,1.000000,0.852174,0.539906,0.460094
79,C3_anneal,1.000000,0.843478,0.542453,0.457547
80,C3_anneal,1.000000,0.834783,0.545024,0.454976
81,C3_anneal,1.000000,0.826087,0.547619,0.452381
82,C3_anneal,1.000000,0.817391,0.550239,0.449761
83,C3_anneal,1.000000,0.808696,0.552885,0.447115
84,C3_anneal,1.000000,0.800000,0.555556,0.444444
85,C3_anneal,1.000000,0.791304,0.558252,0.441748
86,C3_anneal,1.000000,0.782609,0.560976,0.439024
87,C3_anneal,1.000000,0.773913,0.563725,0.436275
88,C3_anneal,1.000000,0.765217,0.566502,0.433498
89,C3_anneal,1.000000,0.756522,0.569307,0.430693
90,C3_anneal,1.000000,0.747826,0.572139,0.427861
91,C3_anneal,1.000000,0.739130,0.575000,0.425000
92,C3_anneal,1.000000,0.730435,0.577889,0.422111
93,C3_anneal,1.000000,0.721739,0.580808,0.419192
94,C3_anneal,1.000000,0.713043,0.583756,0.416244
95,C3_anneal,1.000000,0.704348,0.586735,0.413265
96,C3_anneal,1.000000,0.695652,0.589744,0.410256
97,C3_anneal,1.000000,0.686957,0.592784,0.407216
98,C3_anneal,1.000000,0.678261,0.595855,0.404145
99,C3_anneal,1.000000,0.669565,0.598958,0.401042
100,C3_anneal,1.000000,0.660870,0.602094,0.397906
101,C3_anneal,1.000000,0.652174,0.605263,0.394737
102,C3_anneal,1.000000,0.643478,0.608466,0.391534
103,C3_anneal,1.000000,0.634783,0.611702,0.388298
104,C3_anneal,1.000000,0.626087,0.614973,0.385027
105,C3_anneal,1.000000,0.617391,0.618280,0.381720
106,C3_anneal,1.000000,0.608696,0.621622,0.378378
107,C3_anneal,1.000000,0.600000,0.625000,0.375000
108,C3_anneal,1.000000,0.591304,0.628415,0.371585
109,C3_anneal,1.000000,0.582609,0.631868,0.368132
110,C3_anneal,1.000000,0.573913,0.635359,0.364641
111,C3_anneal,1.000000,0.565217,0.638889,0.361111
112,C3_anneal,1.000000,0.556522,0.642458,0.357542
113,C3_anneal,1.000000,0.547826,0.646067,0.353933
114,C3_anneal,1.000000,0.539130,0.649718,0.350282
115,C3_anneal,1.000000,0.530435,0.653409,0.346591
116,C3_anneal,1.000000,0.521739,0.657143,0.342857
117,C3_anneal,1.000000,0.513043,0.660920,0.339080
118,C3_anneal,1.000000,0.504348,0.664740,0.335260
119,C3_anneal,1.000000,0.495652,0.668605,0.331395
120,C3_anneal,1.000000,0.486957,0.672515,0.327485
121,C3_anneal,1.000000,0.478261,0.676471,0.323529
122,C3_anneal,1.000000,0.469565,0.680473,0.319527
123,C3_anneal,1.000000,0.460870,0.684524,0.315476
124,C3_anneal,1.000000,0.452174,0.688623,0.311377
125,C3_anneal,1.000000,0.443478,0.692771,0.307229
126,C3_anneal,1.000000,0.434783,0.696970,0.303030
127,C3_anneal,1.000000,0.426087,0.701220,0.298780
128,C3_anneal,1.000000,0.417391,0.705521,0.294479
129,C3_anneal,1.000000,0.408696,0.709877,0.290123
130,C3_anneal,1.000000,0.400000,0.714286,0.285714
131,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
132,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
133,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
134,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
135,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
136,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
137,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
138,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
139,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
140,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
141,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
142,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
143,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
144,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
145,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
146,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
147,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
148,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
149,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
150,C3_reliable_0p3,1.000000,0.400000,0.714286,0.285714
